Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,FTR,Squad_Goals,Opponent_Goals
22-03-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Venezuela,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,1,3
22-03-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Venezuela,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,1,3
22-03-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Venezuela,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,1,3
22-03-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Venezuela,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,1,3
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,LW,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,N,,29,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,CM,75,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,FW,78,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
26-03-2019,Tue,Friendlies (M),Friendlies (M),Away,Argentina,Morocco,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y,RB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y,FW,69,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,N,,38,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y,DM,84,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y,LB,74,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,N,,16,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,Y,CM,66,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,N,,6,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-05-2019,Thu,Friendlies (M),Friendlies (M),Neutral,Argentina,Chile,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,LB,90,0,0,0,0,1,0,1,0,46,2,0,4,0.1,0.1,0,1,0,24,32,75,2,0,0,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,RB,90,0,0,0,0,0,0,1,0,60,5,4,1,0,0,0,1,0,35,42,83.3,1,0,2,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,"FW,RW",66,1,0,0,0,3,2,0,0,33,0,1,1,1,1,0,1,0,17,22,77.3,0,1,1,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y*,RW,36,0,1,0,0,1,1,0,1,18,0,0,2,0,0,0.9,3,2,14,15,93.3,1,2,2,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,"RM,CM",90,0,0,0,0,0,0,0,0,51,0,1,3,0,0,0,2,0,30,41,73.2,2,1,2,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y*,RW,36,0,1,0,0,1,1,0,1,18,0,0,2,0,0,0.9,3,2,14,15,93.3,1,2,2,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,GK,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,9,20,45,0,0,0,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,CM,90,0,0,0,0,4,0,1,0,68,4,4,1,0.1,0.1,0.1,5,0,45,53,84.9,2,0,0,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,N,"RW,CM",24,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0.6,3,0,11,17,64.7,3,2,3,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,CB,90,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,1,1,21,29,72.4,0,0,0,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
07-06-2019,Sat,Copa América,Third-place match,Neutral,Argentina,Chile,Y,CB,90,0,0,0,0,0,0,1,0,29,2,0,0,0,0,0,0,0,22,25,88,0,0,0,Match Report,,,,,,,,,0,0,0,,0,2,0,2,0,0,0,0,W,2,1
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,N,LM,45,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.1,3,0,22,29,75.9,5,2,4,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,GK,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,22,63.6,0,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,CB,90,0,0,0,0,2,1,0,0,82,2,3,2,0.1,0.1,0,1,0,52,64,81.3,1,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y*,FW,90,0,0,0,0,4,2,0,0,63,0,1,2,0.5,0.5,0,2,0,31,45,68.9,2,3,6,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,CB,90,0,0,0,0,1,1,0,0,51,1,1,3,0.1,0.1,0,0,0,34,38,89.5,0,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,CM,66,0,0,0,0,0,0,1,0,53,1,0,1,0,0,0,2,0,42,47,89.4,4,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,LM,45,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,7,10,70,0,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y*,FW,90,0,0,0,0,4,2,0,0,63,0,1,2,0.5,0.5,0,2,0,31,45,68.9,2,3,6,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,CM,90,0,0,0,0,3,2,1,0,81,4,0,1,0.1,0.1,0,5,0,56,66,84.8,2,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
15-06-2019,Sat,Copa América,Group stage,Neutral,Argentina,Colombia,Y,LB,90,0,0,0,0,0,0,0,0,56,4,4,1,0,0,0.1,2,0,38,47,80.9,2,0,0,Match Report,,,,,,,,,0,0,1,0,1,2,0,2,1,1,1,0,L,0,2
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,CB,90,0,0,0,0,0,0,1,0,66,1,2,0,0,0,0,0,0,55,59,93.2,2,0,0,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y*,"FW,AM",90,1,0,1,1,2,1,0,0,52,2,0,0,0.9,0.1,0,2,0,23,37,62.2,6,7,9,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,GK,90,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,22,29,75.9,0,0,0,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,LB,90,0,0,0,0,1,0,1,0,37,1,0,1,0,0,0,0,0,20,29,69,0,0,1,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,CB,90,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,51,59,86.4,4,0,0,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y*,"FW,AM",90,1,0,1,1,2,1,0,0,52,2,0,0,0.9,0.1,0,2,0,23,37,62.2,6,7,9,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,N,"LM,RM,FW",24,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,10,14,71.4,0,2,3,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,"LM,RM",86,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0.1,2,0,44,55,80,5,2,2,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
19-06-2019,Wed,Copa América,Group stage,Neutral,Argentina,Paraguay,Y,"CM,DM",90,0,0,0,0,0,0,0,0,66,1,1,0,0,0,0,1,0,62,67,92.5,6,0,0,Match Report,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,D,1,1
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,CM,90,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0.6,4,0,78,81,96.3,1,1,1,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,N,FW,15,0,1,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.1,1,1,11,11,100,0,1,1,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,CB,90,0,0,0,0,1,0,0,0,64,2,3,0,0.5,0.5,0,0,0,49,57,86,1,1,1,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y*,RW,90,0,0,0,0,2,1,0,0,62,1,0,0,0.1,0.1,0.2,6,0,40,50,80,6,2,6,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,N,LM,36,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0.1,2,0,14,20,70,1,1,2,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,GK,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,17,24,70.8,0,0,0,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,CB,84,0,0,0,0,0,0,1,0,48,1,1,1,0,0,0,0,0,39,40,97.5,1,1,2,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,LB,90,0,0,0,0,1,0,0,0,54,2,3,0,0,0,0.1,2,0,42,47,89.4,4,0,2,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,N,CB,6,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,6,8,75,0,0,0,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y*,RW,90,0,0,0,0,2,1,0,0,62,1,0,0,0.1,0.1,0.2,6,0,40,50,80,6,2,6,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,Y,RM,90,0,0,0,0,1,0,0,0,83,1,1,1,0.1,0.1,0.1,4,0,62,72,86.1,7,2,6,Match Report,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
23-06-2019,Sun,Copa América,Group stage,Neutral,Argentina,Qatar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,25,3,0,0,0,0,1,0,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,LM,67,0,0,0,0,0,0,1,0,31,3,0,1,0,0,0,0,0,10,24,41.7,1,2,2,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,9,25,36,0,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y*,AM,90,0,0,0,0,3,0,0,0,51,2,0,0,0.1,0.1,0.4,5,0,31,38,81.6,3,1,5,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,CB,90,0,0,0,0,0,0,0,0,45,2,1,0,0,0,0,0,0,27,33,81.8,0,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,N,FW,27,0,0,0,0,2,1,0,0,14,0,0,1,0.1,0.1,0,2,0,7,10,70,1,3,3,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,CB,90,0,0,0,0,3,1,0,0,44,1,0,2,0.7,0.7,0,0,0,25,29,86.2,1,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,N,FW,6,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.1,0,0,4,5,80,0,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,DM,90,0,0,0,0,2,1,0,0,51,2,0,2,0.1,0.1,0.4,5,0,35,43,81.4,5,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,RM,90,0,0,0,0,0,0,0,0,56,3,2,3,0,0,0,1,0,35,43,81.4,1,2,3,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,LB,90,0,0,0,0,0,0,0,0,35,1,3,1,0,0,0,3,0,25,29,86.2,1,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y*,AM,90,0,0,0,0,3,0,0,0,51,2,0,0,0.1,0.1,0.4,5,0,31,38,81.6,3,1,5,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
28-06-2019,Fri,Copa América,Quarter-finals,Neutral,Argentina,Venezuela,Y,RB,90,0,0,0,0,0,0,0,0,43,6,0,1,0,0,0,1,0,25,30,83.3,2,0,0,Match Report,,,,,,,,,6,5,5,60,2,1,0,1,0,6,6,0,W,2,0
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,CB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,CM,55,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,FW,45,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,FW,45,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,LB,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,N,,35,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,CB,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
06-07-2019,Fri,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,N,,29,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,1
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,N,,45,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,Y*,CB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,Y,DM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,Y,AM,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
10-09-2019,Wed,Friendlies (M),Friendlies (M),Away,Argentina,Germany,N,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
