,Date,Venue,Squad,Opponent,FTR,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Squad_Goals,Opponent_Goals,Team1_Elo,Team2_Elo
229,2019-01-21,Neutral,Australia,Uzbekistan,D,0.0,0.0,0.0,0.0,0.75,0.625,0.125,0.0,,,2.125,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,5.0,,,,0.0,0.0,1579.1200000000001,1569.1000000000001
230,2019-01-21,Neutral,Saudi Arabia,Japan,L,0.0,0.0,0.0,0.0,1.6666666666666667,0.16666666666666666,0.3333333333333333,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1535.9200000000003,1602.8000000000002
231,2019-01-24,Neutral,Iran,China,W,0.25,0.16666666666666666,0.0,0.0,1.4166666666666667,0.5833333333333334,0.08333333333333333,0.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,3.0,0.0,1620.1400000000003,1586.84
232,2019-01-25,Neutral,Australia,UAE,L,0.0,0.0,0.0,0.0,2.0,0.0,0.125,0.0,,,0.375,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0,,,,0.0,1.0,1566.88,1607.76
233,2019-01-27,Home,United States,Panama,W,0.25,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3.0,0.0,1539.72,1548.4
234,2019-01-28,Neutral,Iran,Japan,L,0.0,0.0,0.0,0.0,0.8333333333333334,0.25,0.16666666666666666,0.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,0.0,3.0,1606.8800000000003,1609.5400000000002
235,2019-02-02,Home,United States,Costa Rica,W,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,0.0,1545.84,1483.7200000000003
236,2019-02-02,Away,Costa Rica,United States,L,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,2.0,1472.6400000000003,1554.76
237,2019-03-20,Home,Wales,Trin & Tobago,W,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,0.0,1531.72,1576.58
238,2019-03-21,Away,Denmark,Kosovo,D,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,0.1111111111111111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1632.0199999999998,1596.28
239,2019-03-21,Away,Poland,Austria,W,0.07692307692307693,0.07692307692307693,0.0,0.0,0.8461538461538461,0.38461538461538464,0.07692307692307693,0.0,,,1.0769230769230769,,,,,,,,,,,,,1.5,0.5,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,1.0,,,,1.0,0.0,1541.7799999999995,1575.4
240,2019-03-21,Home,Netherlands,Belarus,W,0.375,0.25,0.125,0.125,1.0,0.625,0.125,0.0,,,0.375,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,4.0,0.0,1584.7400000000002,1587.82
241,2019-03-21,Home,United States,Ecuador,W,0.0,0.1111111111111111,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,0.0,1563.2,1588.44
242,2019-03-22,Neutral,Mexico,Chile,W,0.25,0.125,0.0,0.0,,,0.25,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3.0,1.0,1492.4399999999996,1583.9399999999998
243,2019-03-22,Home,Tunisia,Eswatini,W,0.16666666666666666,0.3333333333333333,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,1572.46,1575.9399999999998
244,2019-03-22,Home,Argentina,Venezuela,L,0.0,0.0,0.0,0.0,,,0.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1589.2800000000004,1604.46
245,2019-03-22,Away,France,Moldova,W,0.6666666666666666,0.16666666666666666,0.0,0.0,1.8333333333333333,1.3333333333333333,0.3333333333333333,0.0,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,4.0,1.0,1656.9199999999996,1572.8
246,2019-03-22,Away,Costa Rica,Guatemala,L,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,1.0,1463.1000000000004,1598.8400000000001
247,2019-03-22,Home,England,Czech Republic,W,0.5,0.0,0.125,0.125,1.0,0.625,0.0,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5.0,0.0,1638.4399999999998,1582.1799999999998
248,2019-03-23,Home,Senegal,Madagascar,W,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1611.7799999999995,1584.6
249,2019-03-23,Home,Spain,Norway,W,0.0,0.2,0.0,0.0,2.4,1.2,0.0,0.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,2.0,1.0,1634.1400000000003,1593.88
250,2019-03-24,Home,Wales,Slovakia,W,0.1111111111111111,0.0,0.0,0.0,1.1111111111111112,0.4444444444444444,0.1111111111111111,0.0,,,1.0,,,,,,,,,,,,,1.0,4.0,0.0,2.0,1.0,0.0,,,,2.0,,,,,,,1.0,,,,1.0,0.0,1540.74,1586.68
251,2019-03-24,Home,Poland,Latvia,W,0.16666666666666666,0.08333333333333333,0.0,0.0,1.8333333333333333,0.6666666666666666,0.16666666666666666,0.0,,,0.3333333333333333,,,,,,,,,,,,,2.0,2.0,0.0,2.6666666666666665,0.3333333333333333,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,2.0,0.0,1550.5799999999995,1588.8
252,2019-03-24,Home,Netherlands,Germany,L,0.2222222222222222,0.1111111111111111,0.0,0.0,1.2222222222222223,0.4444444444444444,0.1111111111111111,0.0,,,1.1111111111111112,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,2.0,3.0,1571.2400000000002,1564.5600000000002
253,2019-03-25,Home,France,Iceland,W,0.5,0.6666666666666666,0.0,0.0,1.8333333333333333,0.6666666666666666,0.16666666666666666,0.0,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,4.0,0.0,1662.2199999999996,1564.58
254,2019-03-25,Away,England,Montenegro,W,0.25,0.25,0.0,0.0,0.625,0.25,0.125,0.0,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1644.6599999999999,1586.22
255,2019-03-26,Away,Denmark,Switzerland,D,0.0,0.14285714285714285,0.0,0.0,1.1428571428571428,0.2857142857142857,0.0,0.0,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1627.9799999999998,1579.0800000000002
256,2019-03-26,Away,Argentina,Morocco,W,0.125,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1596.5200000000004,1578.06
257,2019-03-26,Home,United States,Chile,D,0.16666666666666666,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,1560.96,1581.6999999999998
258,2019-03-26,Neutral,Mexico,Paraguay,W,0.0,0.125,0.0,0.0,,,0.125,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4.0,2.0,1502.2999999999995,1577.1399999999999
259,2019-03-26,Home,Senegal,Mali,W,0.0,0.2,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,1.0,1618.6599999999996,1586.88
260,2019-03-26,Home,Costa Rica,Jamaica,W,0.125,0.125,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,0.0,1474.1600000000003,1591.06
261,2019-03-26,Away,Tunisia,Algeria,L,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1559.72,1582.04
262,2019-03-26,Away,Spain,Malta,W,0.5,0.0,0.0,0.0,3.25,1.5,0.0,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,2.0,0.0,1640.4600000000003,1586.32
263,2019-06-02,Home,France,Bolivia,W,0.14285714285714285,0.14285714285714285,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,0.0,1667.2399999999996,1557.6200000000001
264,2019-06-05,Away,Costa Rica,Peru,L,0.0,0.0,0.0,0.0,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1463.8200000000004,1572.3400000000001
265,2019-06-05,Home,Mexico,Venezuela,W,0.18181818181818182,0.18181818181818182,0.0,0.0,,,0.09090909090909091,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3.0,1.0,1512.3599999999994,1594.52
266,2019-06-05,Home,United States,Jamaica,L,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,1.0,1548.98,1599.08
267,2019-06-06,Home,Iran,Syria,W,0.3076923076923077,0.3076923076923077,0.0,0.0,,,0.07692307692307693,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,1613.5800000000004,1574.6000000000001
268,2019-06-06,Neutral,England,Netherlands,L,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,,,0.1111111111111111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1630.04,1576.6200000000003
269,2019-06-06,Neutral,Netherlands,England,W,0.125,0.25,0.0,0.0,,,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1585.2800000000004,1618.7
270,2019-06-07,Home,Tunisia,Iraq,W,0.14285714285714285,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,0.0,1567.56,1571.1399999999999
271,2019-06-07,Home,Argentina,Nicaragua,W,0.36363636363636365,0.18181818181818182,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1603.8200000000004,1587.3
272,2019-06-07,Away,Spain,Faroe Islands,W,0.2,0.2,0.0,0.0,1.2,0.8,0.0,0.0,,,0.4,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4.0,1.0,1646.6200000000003,1586.16
273,2019-06-07,Away,Poland,North Macedonia,W,0.09090909090909091,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.0,,,1.1818181818181819,,,,,,,,,,,,,2.5,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,2.0,,,,1.0,0.0,1559.1399999999994,1588.56
274,2019-06-07,Home,Denmark,Rep. of Ireland,D,0.1111111111111111,0.1111111111111111,0.0,0.0,1.3333333333333333,0.2222222222222222,0.0,0.0,,,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,1.0,1.0,1623.4599999999998,1553.7599999999998
275,2019-06-07,Away,Australia,Korea Republic,L,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,1.0,1553.7,1559.56
276,2019-06-08,Away,France,Turkey,L,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,,,1.0,,,,,,,,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,,,,0.0,,,,,,,1.0,,,,0.0,2.0,1653.0399999999995,1617.38
277,2019-06-08,Away,Wales,Croatia,L,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,,,0.4,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,2.0,,,,,,,1.0,,,,1.0,2.0,1529.28,1598.1199999999997
278,2019-06-09,Neutral,England,Switzerland,D,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1614.88,1575.2600000000002
279,2019-06-09,Home,Mexico,Ecuador,W,0.0,0.1,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3.0,2.0,1521.6799999999994,1577.76
280,2019-06-09,Home,United States,Venezuela,L,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,3.0,1537.42,1602.96
281,2019-06-09,Neutral,Netherlands,Portugal,L,0.0,0.0,0.0,0.0,,,0.2222222222222222,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1572.4400000000005,1590.7400000000002
282,2019-06-10,Home,Denmark,Georgia,W,0.4,0.2,0.1,0.1,2.0,0.8,0.0,0.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,5.0,1.0,1630.0399999999997,1586.58
283,2019-06-10,Home,Spain,Sweden,W,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.0,,,0.3333333333333333,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,3.0,0.0,1652.4200000000003,1576.5999999999997
284,2019-06-10,Home,Poland,Israel,W,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,1.1818181818181819,0.2727272727272727,0.09090909090909091,0.0,,,0.6363636363636364,,,,,,,,,,,,,1.0,0.5,0.0,3.0,0.5,0.0,,,,0.0,,,,,,,0.0,,,,4.0,0.0,1567.4599999999994,1588.32
285,2019-06-11,Away,Iran,Korea Republic,D,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1609.4200000000003,1555.3999999999999
286,2019-06-11,Away,Tunisia,Croatia,W,0.1,0.1,0.1,0.1,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1575.58,1586.1399999999996
287,2019-06-11,Away,France,Andorra,W,0.2,0.4,0.0,0.0,1.8,1.2,0.0,0.0,,,1.4,,,,,,,,,,,,,1.0,0.0,0.0,3.0,1.0,0.0,,,,0.0,,,,,,,0.0,,,,4.0,0.0,1658.8999999999994,1585.86
288,2019-06-11,Away,Wales,Hungary,L,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,,,1.1111111111111112,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,1517.72,1583.42
289,2019-06-15,Home,Mexico,Cuba,W,0.4444444444444444,0.1111111111111111,0.0,0.0,1.4444444444444444,0.8888888888888888,0.0,0.0,,,0.4444444444444444,,,,,,,,,,,,,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,,,,3.0,,,,,,,0.0,,,,7.0,0.0,1531.0599999999995,1589.38
290,2019-06-15,Neutral,Argentina,Colombia,L,0.0,0.0,0.0,0.0,1.4,0.8,0.2,0.0,51.7,1.2,1.0,1.3,0.13,0.13,0.02,1.7,0.0,32.7,41.3,77.32000000000001,1.8,0.8,1.6,,,,,,,,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1591.8600000000004,1643.1399999999999
291,2019-06-16,Home,Costa Rica,Nicaragua,W,0.3333333333333333,0.16666666666666666,0.0,0.0,1.1666666666666667,0.6666666666666666,0.16666666666666666,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,4.0,0.0,1474.5000000000005,1577.98
292,2019-06-17,Home,Tunisia,Burundi,W,0.2857142857142857,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1583.4399999999998,1587.86
293,2019-06-18,Home,United States,Guyana,W,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,,,0.6666666666666666,,,,,,,,,,,,,1.0,0.5,0.0,0.0,0.5,0.0,,,,0.0,,,,,,,0.0,,,,4.0,0.0,1546.3400000000001,1588.92
294,2019-06-19,Home,Mexico,Canada,W,0.375,0.125,0.0,0.0,1.125,0.375,0.0,0.0,,,0.75,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,,,,0.0,,,,,,,0.0,,,,3.0,1.0,1540.1599999999994,1589.1
295,2019-06-19,Neutral,Argentina,Paraguay,D,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.0,49.44444444444444,0.8888888888888888,0.4444444444444444,0.1111111111111111,0.2,0.022222222222222223,0.011111111111111112,1.0,0.0,34.44444444444444,42.888888888888886,76.97777777777779,3.2222222222222223,2.0,2.6666666666666665,,,,,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1588.6800000000003,1573.9599999999998
296,2019-06-20,Home,Costa Rica,Bermuda,W,0.0,0.16666666666666666,0.0,0.0,1.5,0.5,0.3333333333333333,0.0,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,1485.2400000000005,1590.74
297,2019-06-22,Home,United States,Trin & Tobago,W,0.5,0.6666666666666666,0.0,0.0,1.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,,,,1.0,,,,,,,1.0,,,,6.0,0.0,1554.3600000000001,1564.6
298,2019-06-23,Neutral,Senegal,Tanzania,W,0.14285714285714285,0.14285714285714285,0.0,0.0,1.5714285714285714,0.8571428571428571,0.0,0.0,,,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,2.0,0.0,1625.3799999999997,1586.72
299,2019-06-23,Away,Mexico,Martinique,W,0.14285714285714285,0.14285714285714285,0.0,0.0,2.0,0.5714285714285714,0.14285714285714285,0.0,,,0.14285714285714285,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,3.0,2.0,1548.9999999999993,1588.84
300,2019-06-23,Neutral,Argentina,Qatar,W,0.0,0.09090909090909091,0.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.0,48.18181818181818,1.0909090909090908,0.7272727272727273,0.36363636363636365,0.08181818181818182,0.08181818181818182,0.12727272727272726,2.272727272727273,0.09090909090909091,36.18181818181818,41.81818181818182,84.64545454545454,2.4545454545454546,1.0,2.4545454545454546,,,,,,,,,1.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1596.0600000000004,1582.8600000000001
301,2019-06-24,Away,Costa Rica,Haiti,L,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,1.0,2.0,1475.3200000000004,1597.78
302,2019-06-24,Neutral,Tunisia,Angola,D,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,0.2857142857142857,0.0,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,1581.08,1597.64
303,2019-06-26,Away,United States,Panama,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,,,,,,,,,,,,,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1561.4,1535.44
304,2019-06-27,Neutral,Senegal,Algeria,L,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,1.0,1611.4799999999996,1588.1399999999999
305,2019-06-28,Neutral,Tunisia,Mali,D,0.14285714285714285,0.0,0.0,0.0,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,1.0,1.0,1578.4399999999998,1584.24
306,2019-06-28,Neutral,Argentina,Venezuela,W,0.0,0.0,0.0,0.0,1.0833333333333333,0.25,0.08333333333333333,0.0,38.166666666666664,1.9166666666666667,0.5,0.9166666666666666,0.09166666666666666,0.09166666666666666,0.10833333333333334,1.8333333333333333,0.0,22.0,28.916666666666668,74.26666666666667,1.5,0.75,1.5,,,,,,,,,6.0,5.0,5.0,60.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,2.0,0.0,1603.4400000000005,1590.3400000000001
307,2019-06-29,Away,Costa Rica,Mexico,D,0.125,0.0,0.125,0.125,0.875,0.375,0.375,0.0,,,1.375,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,1.0,1474.5600000000004,1548.2399999999993
308,2019-06-29,Home,Mexico,Costa Rica,D,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,,,1.0,,,,,,,,,,,,,1.5,1.0,0.0,1.0,0.5,0.0,,,,2.0,,,,,,,2.0,,,,1.0,1.0,1543.6199999999994,1469.9400000000005
309,2019-06-30,Home,United States,Curacao,W,0.16666666666666666,0.16666666666666666,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,,,1.1666666666666667,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,,,2.0,,,,1.0,0.0,1569.66,1588.26
310,2019-07-01,Neutral,Senegal,Kenya,W,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.5,0.0,0.0,,,0.3333333333333333,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,,0.0,,,,3.0,0.0,1618.3799999999997,1586.9
311,2019-07-02,Neutral,Tunisia,Mauritania,D,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,1576.2199999999998,1597.78
312,2019-07-02,Neutral,Argentina,Brazil,L,0.0,0.0,0.0,0.0,0.9166666666666666,0.16666666666666666,0.25,0.0,44.25,1.5833333333333333,0.6666666666666666,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,2.3333333333333335,0.0,31.666666666666668,37.25,82.81666666666666,1.8333333333333333,2.0833333333333335,2.6666666666666665,,,,,,,,,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1591.4800000000005,1642.14
313,2019-07-02,Away,Mexico,Haiti,W,0.0,0.0,0.0,0.0,1.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,,,0.42857142857142855,,,,,,,,,,,,,0.0,2.0,1.0,2.0,0.0,0.0,,,,0.0,,,,,,,2.0,,,,1.0,0.0,1552.2999999999995,1586.46
314,2019-07-03,Away,United States,Jamaica,W,0.5,0.0,0.0,0.0,1.5,1.0,0.16666666666666666,0.0,,,0.5,,,,,,,,,,,,,0.5,2.0,0.0,0.0,0.5,0.0,,,,0.0,,,,,,,2.0,,,,3.0,1.0,1577.66,1587.08
315,2019-07-05,Neutral,Senegal,ug Uganda,W,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,,,0.7142857142857143,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,,1.0,,,,1.0,0.0,1625.0999999999997,1586.72
316,2019-07-06,Neutral,Argentina,Chile,W,0.09090909090909091,0.18181818181818182,0.0,0.0,0.9090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,36.90909090909091,1.1818181818181819,1.1818181818181819,1.3636363636363635,0.10909090909090911,0.10909090909090911,0.22727272727272727,1.8181818181818181,0.45454545454545453,22.0,28.272727272727273,77.30909090909091,1.0909090909090908,0.7272727272727273,1.0909090909090908,,,,,,,,,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1598.4200000000005,1568.6399999999999
317,2019-07-07,Away,United States,Mexico,L,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,,,0.8333333333333334,,,,,,,,,,,,,0.0,1.0,0.0,0.5,0.5,0.0,,,,,,,,,,,,,,,0.0,1.0,1564.2,1558.8399999999995
318,2019-07-07,Home,Mexico,United States,W,0.0,0.0,0.0,0.0,1.1428571428571428,0.14285714285714285,0.0,0.0,,,1.4285714285714286,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1566.1799999999994,1551.54
319,2019-07-08,Neutral,Tunisia,Ghana,D,0.125,0.0,0.0,0.0,1.25,0.5,0.25,0.0,,,1.125,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,1.0,1.0,1574.0599999999997,1597.84
320,2019-07-10,Neutral,Senegal,Benin,W,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,,,0.5,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1631.6399999999996,1586.54
321,2019-07-11,Neutral,Tunisia,Madagascar,W,0.3333333333333333,0.2222222222222222,0.0,0.0,1.6666666666666667,0.7777777777777778,0.0,0.0,,,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,3.0,0.0,1581.5399999999997,1572.08
322,2019-07-14,Neutral,Tunisia,Senegal,L,0.0,0.0,0.0,0.1111111111111111,1.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,0.0,,,,0.0,1.0,1570.1199999999997,1640.2199999999996
323,2019-07-14,Neutral,Senegal,Tunisia,W,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,,,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,2.0,,,,1.0,0.0,1645.6799999999996,1555.5799999999997
324,2019-07-17,Neutral,Tunisia,Nigeria,L,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.14285714285714285,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,1.0,1543.4999999999998,1589.94
