Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,Y,GK,90,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,0.0,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,Y,FW,75,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,Y*,CM,90,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,Y,LB,90,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,,15,1.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,0.0,,,,,,,,,,,,,,
