Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report,Touches,Tkl,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,N,,21,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,LB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y*,CB,90,0,0,0,0,3,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,CM,76,1,0,0,0,3,1,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,CB,90,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,DM,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y*,CB,62,0,0,0,0,0,0,1,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,LB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,FW,90,2,2,2,2,4,3,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,RB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,,28,0,0,0,0,2,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,AM,90,0,0,0,0,3,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,,19,1,0,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,LB,90,0,1,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y*,CB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,FW,64,0,0,0,0,4,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,CB,90,0,0,0,0,1,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,,26,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,DM,90,0,0,0,0,3,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,FW,90,0,0,0,0,2,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CM,90,0,0,0,0,3,2,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y*,CB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,FW,66,0,0,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,DM,72,0,0,0,0,0,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CM,90,0,0,0,0,3,3,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,LB,90,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,1,0,1,1,5,3,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,0,0,0,0,0,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,LB,90,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y*,CB,35,0,1,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,FW,90,2,1,0,0,6,3,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,,16,1,0,0,0,4,2,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,0,0,0,0,2,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,,29,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,CB,90,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,FW,60,2,1,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,FW,60,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,,8,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y*,CB,82,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,RW,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,CM,45,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,AM,90,2,0,0,0,5,2,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,RB,90,0,1,0,0,2,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y*,CB,90,0,1,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,DM,90,0,0,0,0,4,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,AM,54,1,0,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,N,,13,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,LB,77,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,N,,37,0,0,0,0,0,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,N,,36,0,0,0,0,2,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y,LB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y,GK,90,0,0,0,0,0,0,1,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y,LW,90,1,0,0,0,1,1,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,,7,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y,FW,90,0,0,0,0,2,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,,58,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,N,,78,0,0,0,0,0,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y,CM,12,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,dk Denmark,ie Rep. of Ireland,Y*,CB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,,26,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,CB,86,0,0,0,0,0,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,AM,90,0,0,0,0,4,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,DM,90,0,0,0,0,2,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,AM,90,0,1,0,0,2,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y*,CB,90,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,Y,LB,79,0,0,0,0,1,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 1–0,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,DM,90,0,0,0,0,1,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,CB,90,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y*,CB,90,0,0,0,0,1,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,FW,71,0,0,0,0,3,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,RB,82,0,0,0,0,0,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,DM,90,0,0,0,0,1,0,1,0,,,,,,5,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,FW,82,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,N,,19,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-05-2020,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,AM,90,0,0,0,0,2,1,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,AM,71,1,0,1,1,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,N,,9,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y*,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,AM,90,0,1,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,AM,61,1,1,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,DM,71,0,0,0,0,,,0,0,,,,,,,0,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,N,,19,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,Y,LB,90,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,RB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,FW,81,0,0,0,0,2,0,1,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,CM,90,0,0,0,0,3,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,N,,18,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,CM,90,0,0,0,0,1,1,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,FW,75,0,0,0,0,2,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y*,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-08-2020,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
