Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
27-03-2018,Tue,Friendlies (M),Friendlies (M),Home,W 6–1,es Spain,ar Argentina,Y,LB,78,,,,,,,,,,,,,,,,,Match Report
27-03-2018,Tue,Friendlies (M),Friendlies (M),Home,W 6–1,es Spain,ar Argentina,N,,19,,,,,,,,,,,,,,,,,Match Report
27-03-2018,Tue,Friendlies (M),Friendlies (M),Home,W 6–1,es Spain,ar Argentina,Y,FW,90,,,,,,,,,,,,,,,,,Match Report
27-03-2018,Tue,Friendlies (M),Friendlies (M),Home,W 6–1,es Spain,ar Argentina,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,Y,CM,90,1,1,1,0,0,0,0,,0,2,1,1,2,3,0,0,Match Report
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,Y,LB,90,1,1,1,0,0,0,1,0,1,0,0,0,1,2,4,0,Match Report
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,Y,RM,90,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,0,0,Match Report
15-06-2018,Fri,FIFA World Cup,Group stage,Neutral,D 3–3,es Spain,pt Portugal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,Y,RB,90,1,0,1,0,0,0,1,0,1,0,0,0,1,2,1,0,Match Report
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,Y,DM,90,1,1,0,0,1,1,1,100,0,1,0,1,0,1,0,0,Match Report
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,N,RM,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,Y,LB,90,1,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0,Match Report
20-06-2018,Wed,FIFA World Cup,Group stage,Neutral,W 1–0,es Spain,ir IR Iran,N,CM,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Match Report
