Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
20-11-2018,Tue,Friendlies (M),Friendlies (M),Away,L 0–2,mx Mexico,ar Argentina,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
20-11-2018,Tue,Friendlies (M),Friendlies (M),Away,L 0–2,mx Mexico,ar Argentina,Y,FW,81,,,,,,,,,,,,,,,,,Match Report
20-11-2018,Tue,Friendlies (M),Friendlies (M),Away,L 0–2,mx Mexico,ar Argentina,N,,45,,,,,,,,,,,,,,,,,Match Report
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,Y,GK,120,,0,,,,,,,,,,,0,,,,Match Report
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,Y,CB,120,,0,,,,,,,,,,,0,,,,Match Report
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,Y*,CM,67,,0,,,,,,,,,,,0,,,,Match Report
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,Y,LB,120,,0,,,,,,,,,,,1,,,,Match Report
07-02-2019,Tue,Gold Cup,Semi-finals,Away,W 1–0,mx Mexico,ht Haiti,Y,CM,90,,0,,,,,,,,,,,2,,,,Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y,LB,90,,,,,,,,,,,,,,,,,Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y*,CM,74,,,,,,,,,,,,,,,,,Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y,FW,81,,,,,,,,,,,,,,,,,Match Report
