Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report,Touches,Tkl,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,LM,52,0,1,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,N,,27,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,FW,89,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-08-2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,RB,84,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,N,,16,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,N,,6,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,CB,120,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,67,1,0,0.1,0.1,0,0,0,49,54,90.7,2,2,3
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,DM,96,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,56,1,2,0,0,0,1,0,35,48,72.9,2,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,N,"FW,LM",47,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,27,0,2,0,0,0,2,0,9,16,56.3,0,2,4
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,CB,111,0,0,0,0,0,0,1,0,,,,,,0,,,,Match Report,81,3,1,0,0,0,0,0,54,62,87.1,0,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,N,"DM,CB",24,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,24,1,1,0,0,0,1,0,18,20,90,0,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,GK,120,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,61,0,0,0,0,0,0,0,30,57,52.6,0,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,"RW,RB",120,1,0,0,0,1,1,0,0,,,,,,3,,,,Match Report,80,2,1,0.1,0.1,0.2,6,0,44,67,65.7,4,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y*,FW,120,0,0,0,0,2,0,0,0,,,,,,1,,,,Match Report,41,0,1,0.1,0.1,0.1,4,0,18,34,52.9,3,1,2
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,"CB,RB",120,0,0,0,0,1,0,0,0,,,,,,2,,,,Match Report,72,2,1,0.1,0.1,0,0,0,51,54,94.4,2,0,0
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2018,Wed,FIFA World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y,FW,73,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,18,0,0,0,0,0,1,0,9,12,75,0,1,1
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,,30,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,Y,CB,90,0,1,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,,23,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,Y,RW,77,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,,13,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,Y*,DM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-11-2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,,30,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,,33,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,Y,GK,45,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,,33,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,Y,FW,78,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,,12,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2018,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,us United States,Y,RB,90,1,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y*,FW,90,1,1,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,DM,72,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,RM,77,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
10-12-2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,CB,90,0,0,0,0,1,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,RB,90,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,CM,90,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,N,,28,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,CM,16,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y,FW,69,3,0,0,0,3,3,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
22-03-2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czech Republic,Y*,FW,90,1,0,1,1,3,2,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,N,,27,0,1,0,0,0,0,1,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,N,,8,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y,FW,90,1,1,0,0,3,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y,CB,90,0,0,0,0,1,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y,CM,90,0,0,0,0,0,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y,RB,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y*,FW,82,1,0,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
25-03-2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,CB,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,FW,45,1,0,1,1,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,,44,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y*,AM,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,GK,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,DM,105,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,,75,0,0,0,0,,,1,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,RB,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,Y,CB,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y*,FW,76,3,1,2,2,5,4,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,AM,70,1,1,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,RB,90,0,0,0,0,0,0,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,CB,90,0,0,0,0,0,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,DM,66,0,0,0,0,1,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,DM,90,0,0,0,0,1,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,FW,90,0,0,0,0,5,1,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-07-2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,,24,0,0,0,0,2,0,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y,FW,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y*,FW,74,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y,GK,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,,51,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y,DM,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y,CB,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,,46,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y,RB,120,0,0,0,0,,,0,0,,,,,,,,,,Match Report,,,,,,,,,,,,,,
06-09-2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,GK,90,0,0,0,0,0,0,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,DM,90,0,0,0,0,0,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,,6,0,0,0,0,1,1,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,AM,90,1,3,0,0,5,4,0,0,,,,,,1,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,DM,90,0,0,0,0,0,0,0,0,,,,,,3,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,RB,90,0,0,0,0,2,1,0,0,,,,,,2,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y*,FW,90,1,0,0,1,2,2,0,0,,,,,,0,,,,Match Report,,,,,,,,,,,,,,
09-10-2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,CB,90,0,0,0,0,0,0,0,0,,,,,,4,,,,Match Report,,,,,,,,,,,,,,
