Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
23-03-2019,Sat,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,mg Madagascar,Y,AM,74,,,,,,,,,,,,,,,,,Match Report
23-03-2019,Sat,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,mg Madagascar,Y,LB,90,,,,,,,,,,,,,,,,,Match Report
23-03-2019,Sat,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,mg Madagascar,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
23-03-2019,Sat,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,mg Madagascar,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,N,,45,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,sn Senegal,ml Mali,Y*,CB,77,,,,,,,,,,,,,,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y,DM,90,,0,,,,,,,,,,,0,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y,AM,80,,0,,,,,,,,,,,1,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y*,CB,90,,1,,,,,,,,,,,1,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,N,,22,,0,,,,,,,,,,,0,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y,LB,90,,2,,,,,,,,,,,2,,,,Match Report
07-05-2019,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y,CB,90,,2,,,,,,,,,,,1,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,N,,67,,0,,,,,,,,,,,2,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y,CB,90,,1,,,,,,,,,,,0,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y,LB,90,,0,,,,,,,,,,,2,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y,FW,90,,1,,,,,,,,,,,1,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y*,CM,90,,0,,,,,,,,,,,1,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y,RM,90,,0,,,,,,,,,,,2,,,,Match Report
23-06-2019,Sun,Africa Cup of Nations,Group stage,Neutral,W 2–0,sn Senegal,tz Tanzania,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,Y,LW,72,,1,,,,,,,,,,,0,,,,Match Report
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,Y,CB,90,,1,,,,,,,,,,,1,,,,Match Report
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,Y*,LB,90,,1,,,,,,,,,,,0,,,,Match Report
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,Y,CB,90,,0,,,,,,,,,,,2,,,,Match Report
